Order Date,Product Name,Category,Region,Quantity,Sales,Cost,Profit
8/8/2022,Headphones,Accessories,North,2,178,146.54,31.46
11/19/2023,Printer,Office,East,8,5296,4061.19,1234.81
6/28/2023,Mouse,Accessories,North,4,4156,3308.91,847.09
10/9/2024,Printer,Office,North,1,624,517.08,106.92
9/4/2022,Smartphone,Electronics,West,4,3892,2839.28,1052.72
7/18/2024,Mouse,Accessories,South,9,1620,1325.4,294.6
9/22/2022,Mouse,Accessories,West,3,2250,1948.03,301.97
7/31/2024,Monitor,Accessories,West,2,1390,1073.69,316.31
4/21/2023,Camera,Electronics,South,5,5155,3829.84,1325.16
7/9/2022,Smartwatch,Electronics,North,5,1025,762.09,262.91
7/31/2024,Mouse,Accessories,South,3,1785,1540.48,244.52
9/30/2022,Smartwatch,Electronics,North,9,2952,2346.15,605.85
12/25/2024,Headphones,Accessories,East,1,773,591.48,181.52
3/30/2023,Tablet,Electronics,North,8,1640,1278.52,361.48
10/2/2023,Keyboard,Accessories,East,1,1017,947.67,69.33
5/23/2022,Headphones,Accessories,East,4,1964,1614.09,349.91
4/5/2023,Mouse,Accessories,North,3,2994,2355.41,638.59
10/8/2023,Printer,Office,East,9,8046,5835.67,2210.33
5/22/2022,Printer,Office,West,2,1874,1602.5,271.5
8/19/2023,Mouse,Accessories,North,8,6008,5136.24,871.76
9/6/2023,Camera,Electronics,East,8,7240,6828.81,411.19
6/17/2024,Monitor,Accessories,South,9,1188,839.69,348.31
12/22/2024,Headphones,Accessories,North,9,2997,2833.66,163.34
2/2/2023,Printer,Office,West,9,7524,5506.15,2017.85
10/13/2022,Monitor,Accessories,North,5,3625,3356.27,268.73
3/31/2024,Laptop,Electronics,East,8,6952,6080.8,871.2
5/29/2023,Camera,Electronics,North,9,1053,769.42,283.58
12/21/2024,Monitor,Accessories,North,9,6696,5471.78,1224.22
10/9/2024,Headphones,Accessories,North,2,1420,1326.41,93.59
12/29/2023,Camera,Electronics,West,9,9972,7405.99,2566.01
11/28/2022,Laptop,Electronics,South,8,3136,2641.74,494.26
2/10/2023,Camera,Electronics,West,3,225,204.48,20.52
5/12/2022,Mouse,Accessories,East,3,1662,1286.96,375.04
5/3/2024,Printer,Office,West,4,500,414.04,85.96
8/2/2022,Smartphone,Electronics,North,8,3168,2420.67,747.33
12/31/2023,Smartphone,Electronics,East,1,622,517.43,104.57
4/3/2022,Tablet,Electronics,North,3,1233,871.88,361.12
1/19/2024,Laptop,Electronics,West,3,573,456.86,116.14
2/18/2022,Tablet,Electronics,South,1,702,572.66,129.34
5/14/2024,Laptop,Electronics,South,8,4832,3570.94,1261.06
1/17/2023,Printer,Office,North,5,3765,3094.2,670.8
5/5/2024,Camera,Electronics,North,8,6928,5512.84,1415.16
2/1/2023,Headphones,Accessories,West,7,1624,1187.87,436.13
4/1/2023,Headphones,Accessories,North,1,68,57.61,10.39
6/4/2023,Mouse,Accessories,North,1,651,463.01,187.99
9/16/2024,Printer,Office,North,7,6293,5574.51,718.49
2/16/2023,Keyboard,Accessories,West,2,1068,982.29,85.71
10/17/2023,Keyboard,Accessories,North,1,381,354.31,26.69
7/21/2022,Printer,Office,South,2,2016,1589.57,426.43
2/10/2024,Headphones,Accessories,West,2,1224,883.33,340.67
10/23/2022,Monitor,Accessories,South,5,2180,1779.99,400.01
9/12/2024,Laptop,Electronics,North,9,2853,2499.91,353.09
10/4/2022,Mouse,Accessories,South,1,272,226.67,45.33
3/14/2022,Smartphone,Electronics,North,4,2640,2456.77,183.23
4/26/2024,Monitor,Accessories,North,2,488,358.98,129.02
11/10/2023,Printer,Office,South,8,9184,7388.07,1795.93
4/12/2024,Tablet,Electronics,North,5,280,256.02,23.98
10/3/2024,Keyboard,Accessories,East,3,2889,2284.55,604.45
7/18/2024,Laptop,Electronics,West,1,625,499.1,125.9
4/16/2024,Keyboard,Accessories,South,8,7056,6517.52,538.48
7/11/2023,Tablet,Electronics,West,8,3936,3215.8,720.2
9/19/2022,Smartwatch,Electronics,East,6,2472,2108.62,363.38
6/19/2022,Mouse,Accessories,West,5,855,787.43,67.57
2/25/2024,Mouse,Accessories,West,3,3480,2919.61,560.39
3/7/2023,Camera,Electronics,South,1,846,742.7,103.3
3/9/2022,Keyboard,Accessories,North,1,158,111.76,46.24
12/31/2022,Mouse,Accessories,South,9,3186,2602.76,583.24
2/1/2024,Mouse,Accessories,North,7,6972,6002.57,969.43
4/15/2024,Mouse,Accessories,East,5,1745,1295.36,449.64
5/15/2024,Laptop,Electronics,East,8,4256,3883.05,372.95
4/14/2022,Keyboard,Accessories,South,3,1674,1174.37,499.63
9/25/2024,Camera,Electronics,North,8,6488,5415.14,1072.86
3/5/2022,Tablet,Electronics,East,5,3530,2726.14,803.86
9/3/2022,Mouse,Accessories,North,2,632,544.55,87.45
11/9/2024,Monitor,Accessories,North,7,3675,3438.2,236.8
9/12/2023,Smartwatch,Electronics,West,6,5592,4665.58,926.42
2/11/2023,Keyboard,Accessories,East,6,6432,5624.06,807.94
8/27/2023,Camera,Electronics,East,3,3069,2565.7,503.3
5/26/2023,Keyboard,Accessories,North,7,2898,2407.89,490.11
5/30/2024,Tablet,Electronics,North,4,3960,3327.24,632.76
7/31/2024,Tablet,Electronics,South,3,1476,1390.84,85.16
11/14/2023,Printer,Office,East,2,1058,759.31,298.69
11/27/2023,Monitor,Accessories,South,5,1215,1052.98,162.02
3/4/2024,Camera,Electronics,North,3,204,183.57,20.43
12/24/2024,Tablet,Electronics,West,7,4137,3915.34,221.66
5/21/2022,Camera,Electronics,West,5,250,233.19,16.81
9/14/2022,Tablet,Electronics,West,5,1185,930.66,254.34
3/12/2024,Headphones,Accessories,South,2,1504,1395.48,108.52
6/28/2024,Keyboard,Accessories,West,6,6888,5942.93,945.07
12/25/2024,Smartphone,Electronics,West,3,3588,2629.16,958.84
11/18/2022,Laptop,Electronics,South,7,1477,1109.78,367.22
10/22/2022,Smartwatch,Electronics,East,8,1280,1148.44,131.56
11/16/2024,Tablet,Electronics,South,7,7161,6530.24,630.76
3/13/2023,Printer,Office,North,5,1850,1503.6,346.4
12/27/2023,Mouse,Accessories,East,3,3378,2857.69,520.31
10/30/2024,Laptop,Electronics,West,7,7672,5625.62,2046.38
11/3/2024,Tablet,Electronics,South,6,4254,3315.34,938.66
11/19/2024,Keyboard,Accessories,East,5,2285,2005.1,279.9
4/29/2024,Keyboard,Accessories,West,7,5775,5094.4,680.6
10/21/2022,Smartphone,Electronics,North,9,9360,8449.65,910.35
1/25/2023,Printer,Office,North,8,6936,5779.48,1156.52
5/17/2022,Camera,Electronics,East,9,5634,5169.29,464.71
3/29/2024,Smartphone,Electronics,North,4,2644,1912.14,731.86
11/22/2023,Headphones,Accessories,North,1,247,211.35,35.65
9/24/2023,Laptop,Electronics,East,7,1869,1511.73,357.27
7/17/2024,Smartwatch,Electronics,West,7,1988,1557.41,430.59
6/17/2023,Laptop,Electronics,West,4,1920,1370.89,549.11
5/20/2024,Headphones,Accessories,West,3,2577,2380.63,196.37
6/10/2024,Camera,Electronics,East,3,828,710.05,117.95
1/31/2022,Camera,Electronics,South,2,1580,1176.24,403.76
9/13/2023,Camera,Electronics,East,9,9009,7099.74,1909.26
10/1/2022,Smartphone,Electronics,East,9,7425,5844.14,1580.86
12/24/2024,Monitor,Accessories,West,5,2945,2272.65,672.35
7/19/2023,Mouse,Accessories,West,3,294,271.1,22.9
5/17/2024,Mouse,Accessories,South,5,5875,5085.77,789.23
1/17/2022,Smartwatch,Electronics,West,3,1308,1110.4,197.6
1/10/2024,Monitor,Accessories,South,4,2360,1968.18,391.82
4/10/2023,Smartwatch,Electronics,West,6,1008,762.55,245.45
10/27/2023,Smartwatch,Electronics,North,6,1344,1005.6,338.4
1/12/2022,Printer,Office,West,7,5635,4449.03,1185.97
9/15/2023,Mouse,Accessories,East,4,4088,2887.97,1200.03
12/4/2024,Camera,Electronics,South,8,2192,1750.23,441.77
6/6/2022,Keyboard,Accessories,South,8,1952,1507.85,444.15
1/28/2023,Smartphone,Electronics,East,7,3955,2810.24,1144.76
6/24/2023,Mouse,Accessories,South,8,5256,4137.84,1118.16
12/28/2022,Camera,Electronics,North,1,1163,1047.91,115.09
9/24/2022,Smartwatch,Electronics,North,9,5004,4030.35,973.65
5/6/2023,Mouse,Accessories,North,8,9128,7785.81,1342.19
7/13/2023,Laptop,Electronics,East,4,4700,4123.66,576.34
1/5/2022,Camera,Electronics,West,2,1686,1539.61,146.39
8/3/2024,Keyboard,Accessories,South,9,4572,4292.46,279.54
8/21/2023,Smartphone,Electronics,South,5,2510,1994.88,515.12
6/4/2023,Smartphone,Electronics,West,3,3117,2287.91,829.09
5/12/2024,Laptop,Electronics,West,1,380,285.65,94.35
7/14/2023,Monitor,Accessories,West,9,2889,2284.81,604.19
11/8/2024,Smartwatch,Electronics,East,9,3654,3072.1,581.9
9/12/2023,Printer,Office,East,6,5610,5311.23,298.77
4/27/2024,Smartphone,Electronics,South,1,668,568.6,99.4
1/8/2022,Smartphone,Electronics,South,7,3983,3622.87,360.13
1/24/2024,Keyboard,Accessories,South,1,1112,839.19,272.81
6/20/2022,Monitor,Accessories,North,9,4230,4008.94,221.06
8/1/2024,Tablet,Electronics,East,8,2968,2437.7,530.3
1/10/2022,Monitor,Accessories,West,5,4690,3983.26,706.74
5/9/2022,Camera,Electronics,West,6,4296,3055.69,1240.31
12/19/2023,Camera,Electronics,North,7,7203,6679.48,523.52
11/20/2022,Smartphone,Electronics,North,4,3640,2944.69,695.31
11/11/2022,Smartphone,Electronics,East,1,1131,826.38,304.62
1/3/2024,Camera,Electronics,West,9,3627,2829.47,797.53
8/11/2023,Mouse,Accessories,South,8,7968,6718.02,1249.98
11/23/2022,Headphones,Accessories,South,3,3546,3055.72,490.28
3/1/2024,Tablet,Electronics,South,5,2270,1723.44,546.56
7/7/2023,Keyboard,Accessories,West,2,1354,1217.09,136.91
4/20/2023,Headphones,Accessories,West,7,6811,5387.43,1423.57
2/9/2022,Smartwatch,Electronics,East,3,1410,1177.35,232.65
10/17/2022,Keyboard,Accessories,North,2,1170,920.01,249.99
8/4/2023,Laptop,Electronics,East,7,4739,3998.26,740.74
12/1/2023,Mouse,Accessories,South,9,7866,6311.62,1554.38
7/31/2022,Monitor,Accessories,East,5,3645,3256.69,388.31
2/24/2023,Headphones,Accessories,East,6,5358,4789.66,568.34
5/18/2024,Camera,Electronics,North,5,1775,1288.63,486.37
5/19/2023,Headphones,Accessories,South,9,4905,3553.75,1351.25
9/29/2022,Mouse,Accessories,East,6,4260,3887.67,372.33
9/3/2024,Printer,Office,East,2,1632,1339.22,292.78
3/12/2023,Smartwatch,Electronics,East,6,3324,2857.22,466.78
7/17/2023,Camera,Electronics,West,5,4590,4242.86,347.14
4/14/2022,Laptop,Electronics,East,9,8496,6313.58,2182.42
6/16/2022,Printer,Office,North,6,6444,5925.21,518.79
3/14/2022,Camera,Electronics,North,1,812,760.87,51.13
7/15/2023,Monitor,Accessories,West,6,1764,1298.07,465.93
5/13/2024,Printer,Office,West,1,1012,839.33,172.67
5/3/2023,Keyboard,Accessories,South,2,836,788.93,47.07
12/29/2023,Smartwatch,Electronics,East,1,723,607.74,115.26
12/5/2022,Headphones,Accessories,North,6,5628,4594.85,1033.15
9/26/2024,Laptop,Electronics,North,5,1660,1376.86,283.14
3/28/2023,Headphones,Accessories,West,3,2295,2050.17,244.83
4/19/2024,Printer,Office,East,2,2190,1712.2,477.8
10/11/2024,Tablet,Electronics,East,7,3500,2580.65,919.35
4/23/2022,Headphones,Accessories,West,2,1098,858.08,239.92
6/1/2023,Mouse,Accessories,North,5,945,750.97,194.03
2/19/2022,Mouse,Accessories,West,6,5622,4239.33,1382.67
7/13/2023,Camera,Electronics,East,3,2325,2015.51,309.49
8/3/2022,Keyboard,Accessories,South,1,1157,904.92,252.08
1/30/2024,Printer,Office,West,3,531,404.76,126.24
7/23/2023,Tablet,Electronics,West,2,1760,1481.91,278.09
11/12/2023,Smartwatch,Electronics,North,1,371,262.42,108.58
10/15/2024,Smartphone,Electronics,East,4,1896,1704.3,191.7
8/9/2023,Smartwatch,Electronics,South,2,514,407.25,106.75
8/18/2022,Monitor,Accessories,West,7,1876,1746.75,129.25
8/19/2023,Camera,Electronics,East,6,1182,945.88,236.12
3/14/2022,Smartphone,Electronics,North,5,4255,3293.59,961.41
9/15/2022,Monitor,Accessories,North,9,1341,1190.3,150.7
9/23/2022,Keyboard,Accessories,North,1,644,594.75,49.25
5/17/2024,Monitor,Accessories,South,3,1827,1732.6,94.4
10/27/2024,Camera,Electronics,North,1,930,793.84,136.16
2/15/2022,Camera,Electronics,South,4,528,375.2,152.8
2/23/2022,Monitor,Accessories,South,6,4236,3496.78,739.22
1/14/2023,Headphones,Accessories,North,4,1664,1473.18,190.82
1/12/2023,Smartwatch,Electronics,North,3,2727,2172.54,554.46
2/8/2022,Smartwatch,Electronics,North,2,522,469.27,52.73
12/6/2024,Mouse,Accessories,West,7,8288,6342.97,1945.03
3/12/2024,Laptop,Electronics,West,9,1062,988.42,73.58
10/1/2023,Smartphone,Electronics,East,3,1140,913.48,226.52
4/12/2024,Keyboard,Accessories,East,8,3488,2775.76,712.24
12/22/2023,Tablet,Electronics,North,8,5920,4483.3,1436.7
3/6/2024,Monitor,Accessories,North,9,3096,2733.11,362.89
5/2/2024,Monitor,Accessories,South,5,3490,3284.96,205.04
4/2/2022,Smartwatch,Electronics,South,6,4374,3671.38,702.62
2/11/2024,Smartphone,Electronics,South,6,3366,2824.14,541.86
4/2/2024,Printer,Office,East,6,822,590.38,231.62
11/27/2024,Monitor,Accessories,North,2,340,300.88,39.12
8/30/2022,Mouse,Accessories,East,1,763,545.06,217.94
7/15/2022,Headphones,Accessories,West,4,3408,2551.02,856.98
2/21/2022,Tablet,Electronics,West,7,2282,1744.29,537.71
9/14/2023,Camera,Electronics,South,7,4151,3103.57,1047.43
4/8/2024,Laptop,Electronics,North,7,6279,4589.45,1689.55
10/24/2023,Monitor,Accessories,North,3,474,390.68,83.32
4/16/2023,Monitor,Accessories,West,5,680,503.56,176.44
10/15/2023,Headphones,Accessories,West,9,8496,6774.4,1721.6
8/20/2023,Keyboard,Accessories,South,7,7826,7111.32,714.68
10/24/2023,Mouse,Accessories,South,6,4014,3296.56,717.44
7/26/2024,Laptop,Electronics,East,1,687,624.18,62.82
10/31/2024,Smartwatch,Electronics,South,3,2943,2708.73,234.27
4/28/2022,Printer,Office,East,7,5649,4988.63,660.37
8/15/2024,Tablet,Electronics,North,8,3296,2672.33,623.67
9/28/2024,Headphones,Accessories,North,3,1137,963.08,173.92
7/18/2024,Smartphone,Electronics,North,2,380,278.3,101.7
10/22/2022,Laptop,Electronics,West,5,4405,3157.14,1247.86
11/1/2022,Tablet,Electronics,East,1,120,110.57,9.43
6/13/2023,Printer,Office,East,1,1176,993.93,182.07
2/20/2023,Camera,Electronics,South,3,1770,1403.42,366.58
5/20/2023,Camera,Electronics,South,6,4302,3336.98,965.02
12/19/2023,Camera,Electronics,North,3,2988,2625.32,362.68
6/17/2024,Headphones,Accessories,East,3,3033,2574.59,458.41
7/14/2023,Mouse,Accessories,South,9,6363,4610.35,1752.65
7/4/2022,Tablet,Electronics,West,6,3402,2900.71,501.29
3/23/2022,Keyboard,Accessories,South,4,3496,2463.19,1032.81
11/19/2022,Monitor,Accessories,East,4,1080,875.05,204.95
2/28/2022,Headphones,Accessories,East,6,1530,1311.01,218.99
9/11/2023,Keyboard,Accessories,West,4,3568,2803.8,764.2
11/13/2022,Smartphone,Electronics,West,1,954,905.03,48.97
3/17/2024,Camera,Electronics,West,4,1196,972.34,223.66
2/13/2022,Smartwatch,Electronics,North,4,2136,1918.53,217.47
7/13/2024,Printer,Office,South,9,8496,6179.97,2316.03
5/7/2024,Laptop,Electronics,West,7,7280,5829.18,1450.82
9/24/2022,Smartwatch,Electronics,South,5,4935,4309.61,625.39
8/12/2024,Tablet,Electronics,South,8,9056,8183.52,872.48
1/6/2023,Smartwatch,Electronics,South,1,563,516.04,46.96
3/3/2022,Printer,Office,South,2,1570,1322.3,247.7
3/2/2022,Camera,Electronics,North,3,2181,1663.98,517.02
9/25/2024,Mouse,Accessories,North,4,3808,3365.67,442.33
12/6/2022,Keyboard,Accessories,West,7,6552,5916.91,635.09
6/18/2023,Laptop,Electronics,South,8,6544,5457.71,1086.29
11/21/2023,Mouse,Accessories,West,3,2631,2473.81,157.19
3/31/2023,Monitor,Accessories,West,9,945,850.25,94.75
6/11/2024,Monitor,Accessories,West,2,760,567.58,192.42
4/25/2023,Monitor,Accessories,North,4,1392,997.52,394.48
12/17/2022,Smartwatch,Electronics,East,3,1242,1035.26,206.74
7/5/2024,Laptop,Electronics,East,3,3183,2314.27,868.73
4/7/2023,Monitor,Accessories,West,5,4260,4030.23,229.77
7/26/2022,Smartphone,Electronics,West,1,1041,908.54,132.46
5/18/2022,Smartwatch,Electronics,East,3,1692,1343.19,348.81
3/15/2022,Camera,Electronics,North,4,1728,1324.94,403.06
10/13/2023,Camera,Electronics,South,4,4484,3590.73,893.27
6/19/2024,Smartphone,Electronics,East,7,4123,3372.95,750.05
11/3/2024,Mouse,Accessories,East,2,2372,1979.93,392.07
4/16/2023,Smartphone,Electronics,East,7,5201,4455.8,745.2
9/27/2024,Mouse,Accessories,South,5,3100,2404.72,695.28
7/12/2022,Smartwatch,Electronics,East,6,5292,4186.05,1105.95
3/6/2023,Tablet,Electronics,South,6,5952,4980.47,971.53
1/10/2023,Smartphone,Electronics,East,4,1932,1459.09,472.91
10/5/2023,Tablet,Electronics,West,6,3486,2474.26,1011.74
5/25/2024,Tablet,Electronics,West,2,1708,1266.57,441.43
9/12/2024,Monitor,Accessories,South,4,4324,4035.88,288.12
7/30/2024,Laptop,Electronics,South,4,2708,2405.86,302.14
3/29/2022,Printer,Office,West,8,7944,6801.17,1142.83
4/10/2023,Camera,Electronics,East,3,684,644.67,39.33
1/1/2023,Printer,Office,West,9,5904,4463.55,1440.45
3/20/2024,Printer,Office,South,5,4970,3889.88,1080.12
2/2/2024,Headphones,Accessories,West,2,2288,2053.03,234.97
7/18/2023,Smartphone,Electronics,East,6,4662,4311.21,350.79
2/25/2022,Mouse,Accessories,East,4,2532,2127.04,404.96
12/19/2024,Tablet,Electronics,South,8,9328,8319.4,1008.6
2/5/2022,Printer,Office,North,1,686,599.82,86.18
2/29/2024,Smartwatch,Electronics,South,6,1290,946.65,343.35
8/26/2022,Printer,Office,West,5,1205,969.81,235.19
9/17/2024,Headphones,Accessories,South,7,7966,6652.44,1313.56
8/14/2022,Camera,Electronics,North,7,1085,954.28,130.72
8/29/2024,Monitor,Accessories,West,9,6633,5393.89,1239.11
11/21/2024,Laptop,Electronics,North,7,5096,4124.5,971.5
7/20/2022,Tablet,Electronics,East,4,4120,3409.93,710.07
8/15/2022,Monitor,Accessories,West,3,1479,1271.42,207.58
4/9/2024,Smartphone,Electronics,West,7,1652,1254.51,397.49
7/7/2022,Laptop,Electronics,South,1,1028,787.39,240.61
5/1/2023,Monitor,Accessories,East,4,4580,3924.86,655.14
1/28/2024,Monitor,Accessories,South,8,2152,1955.47,196.53
7/4/2022,Monitor,Accessories,South,6,4566,3699.87,866.13
4/6/2024,Headphones,Accessories,East,3,2244,1942.47,301.53
2/1/2024,Mouse,Accessories,West,4,1344,1203.48,140.52
10/1/2023,Printer,Office,South,6,2622,2490.47,131.53
12/3/2022,Smartphone,Electronics,South,1,325,278.16,46.84
12/17/2024,Keyboard,Accessories,West,1,960,864.12,95.88
11/30/2023,Smartphone,Electronics,North,7,2639,2370.12,268.88
6/5/2024,Printer,Office,South,5,1025,778.85,246.15
1/13/2022,Monitor,Accessories,West,2,1924,1489.14,434.86
8/29/2023,Smartphone,Electronics,North,2,1660,1297.12,362.88
5/23/2022,Printer,Office,North,1,985,879.91,105.09
7/14/2024,Keyboard,Accessories,North,5,2600,2062.89,537.11
10/21/2024,Camera,Electronics,West,4,2792,2066.65,725.35
8/31/2024,Headphones,Accessories,North,2,378,290.63,87.37
4/17/2022,Camera,Electronics,West,8,968,696.39,271.61
5/12/2024,Smartwatch,Electronics,North,3,564,455.65,108.35
1/25/2023,Laptop,Electronics,South,5,2365,1697.39,667.61
4/1/2024,Smartphone,Electronics,West,6,3252,2417.16,834.84
5/5/2024,Camera,Electronics,North,1,276,233.32,42.68
5/20/2024,Mouse,Accessories,West,3,3408,3202.24,205.76
10/20/2022,Laptop,Electronics,East,6,1398,1217.12,180.88
2/27/2022,Keyboard,Accessories,North,4,904,795.15,108.85
12/1/2023,Keyboard,Accessories,South,1,1178,1016.94,161.06
7/29/2022,Headphones,Accessories,West,3,2535,2242.81,292.19
4/17/2023,Tablet,Electronics,West,1,496,349.08,146.92
6/30/2024,Smartphone,Electronics,West,4,3888,3603.83,284.17
3/12/2024,Tablet,Electronics,East,7,4921,4122.84,798.16
7/4/2024,Smartwatch,Electronics,West,8,4472,4181.21,290.79
4/9/2023,Tablet,Electronics,North,3,603,449.63,153.37
3/10/2023,Headphones,Accessories,West,9,1899,1397.6,501.4
1/3/2023,Printer,Office,North,4,544,476.16,67.84
5/29/2022,Monitor,Accessories,North,9,6471,4626.41,1844.59
3/22/2023,Keyboard,Accessories,North,1,677,622.86,54.14
9/7/2022,Laptop,Electronics,South,4,1372,1069.42,302.58
6/8/2024,Keyboard,Accessories,North,9,7542,6064.51,1477.49
4/16/2023,Monitor,Accessories,West,1,924,798.35,125.65
7/11/2022,Smartphone,Electronics,East,5,3940,3184.89,755.11
10/5/2024,Tablet,Electronics,West,2,374,324.74,49.26
3/19/2023,Printer,Office,North,5,1800,1547.31,252.69
12/26/2022,Monitor,Accessories,West,5,3170,2301.66,868.34
8/17/2024,Headphones,Accessories,North,7,5362,4332.53,1029.47
11/5/2023,Monitor,Accessories,East,9,5976,4228.43,1747.57
7/6/2023,Keyboard,Accessories,North,9,8514,7113.6,1400.4
11/25/2023,Laptop,Electronics,South,1,810,652.53,157.47
1/8/2022,Mouse,Accessories,South,1,71,58.98,12.02
6/15/2022,Laptop,Electronics,North,1,651,593.06,57.94
3/13/2022,Monitor,Accessories,North,3,1245,1125.89,119.11
11/6/2023,Monitor,Accessories,West,1,464,405.62,58.38
2/11/2023,Monitor,Accessories,North,5,5155,4798.57,356.43
12/11/2023,Smartphone,Electronics,East,5,5175,4388.73,786.27
1/13/2022,Smartphone,Electronics,East,2,1668,1197.58,470.42
9/30/2024,Printer,Office,East,3,1872,1339.19,532.81
1/16/2023,Laptop,Electronics,North,3,513,380.44,132.56
4/5/2024,Printer,Office,West,2,2276,1909.5,366.5
1/2/2024,Mouse,Accessories,West,4,3428,3122.21,305.79
3/2/2024,Keyboard,Accessories,East,2,1640,1463.13,176.87
5/25/2024,Camera,Electronics,East,7,7077,5155.27,1921.73
10/20/2023,Printer,Office,South,9,9225,7833.85,1391.15
